# Genome	Taxonomy
GCA_000879795.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Becurtovirus|s__Beet_curly_top_Iran_virus
GCA_002821425.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Becurtovirus|s__Beet_curly_top_Iran_virus
GCA_000880315.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_chlorotic_dwarf_virus
GCA_002987205.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_chlorotic_dwarf_virus
GCA_000880395.1	k__Viruses|p__Preplasmiviricota|c__Maveriviricetes|o__Priklausovirales|f__Lavidaviridae|g__Sputnikvirus|s__Mimivirus_dependent_virus_Sputnik
GCA_000919615.1	k__Viruses|p__Preplasmiviricota|c__Maveriviricetes|o__Priklausovirales|f__Lavidaviridae|g__Sputnikvirus|s__Mimivirus_dependent_virus_Sputnik
GCA_000880635.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Brevihamaparvovirus|s__Dipteran_brevihamaparvovirus_1
GCA_000882875.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Brevihamaparvovirus|s__Dipteran_brevihamaparvovirus_1
GCA_000880755.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyozetapapillomavirus|s__Dyozetapapillomavirus_1
GCA_003178295.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyozetapapillomavirus|s__Dyozetapapillomavirus_1
GCA_000880795.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Hippeastrum_latent_virus
GCA_023630525.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Hippeastrum_latent_virus
GCA_000881035.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Kobuvirus|s__Aichivirus_C
GCA_000895935.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Kobuvirus|s__Aichivirus_C
GCA_000881755.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphanucleorhabdovirus|s__Alphanucleorhabdovirus_zeairanense
GCA_002831425.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphanucleorhabdovirus|s__Alphanucleorhabdovirus_zeairanense
GCA_000882135.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_8
GCA_003178655.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_8
GCA_000882675.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Bocaparvovirus|s__Primate_bocaparvovirus_2
GCA_000886375.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Bocaparvovirus|s__Primate_bocaparvovirus_2
GCA_000882695.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyoiotapapillomavirus|s__Dyoiotapapillomavirus_1
GCA_000897055.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyoiotapapillomavirus|s__Dyoiotapapillomavirus_1
GCA_000882815.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Flavivirus|s__Zika_virus
GCA_002366285.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Flavivirus|s__Zika_virus
GCA_000882915.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Flavivirus|s__Quang_Binh_virus
GCA_000906355.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Flavivirus|s__Quang_Binh_virus
GCA_000883215.1	k__Viruses|p__Hofneiviricota|c__Faserviricetes|o__Tubulavirales|f__Inoviridae|g__Habenivirus|s__Habenivirus_RSM3
GCA_002630405.1	k__Viruses|p__Hofneiviricota|c__Faserviricetes|o__Tubulavirales|f__Inoviridae|g__Habenivirus|s__Habenivirus_RSM3
GCA_000883695.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_7
GCA_000889695.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_7
GCA_000884175.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_9
GCA_000891495.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_9
GCA_000884435.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_Canary_virus
GCA_001698315.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Begomovirus|s__Sweet_potato_leaf_curl_Canary_virus
GCA_000884795.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Eragrovirus|s__Eragrostis_curvula_streak_virus
GCA_002824945.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Eragrovirus|s__Eragrostis_curvula_streak_virus
GCA_000885035.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Salivirus|s__Salivirus_A
GCA_000886535.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Salivirus|s__Salivirus_A
GCA_000885235.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_melanogaster
GCA_002815755.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Sigmavirus|s__Sigmavirus_melanogaster
GCA_000885435.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Togaviridae|g__Alphavirus|s__Fort_Morgan_virus
GCA_002889335.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Togaviridae|g__Alphavirus|s__Fort_Morgan_virus
GCA_000885455.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Felid_alphaherpesvirus_1
GCA_027939785.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Felid_alphaherpesvirus_1
GCA_000885595.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Cosavirus|s__Cosavirus_A
GCA_008786875.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Cosavirus|s__Cosavirus_A
GCA_000885795.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Mardivirus|s__Anatid_alphaherpesvirus_1
GCA_008791745.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Mardivirus|s__Anatid_alphaherpesvirus_1
GCA_027926555.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid_herpesvirus_1
GCA_027926565.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid_herpesvirus_1
GCA_000886735.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_sclero1
GCA_003848365.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_sclero1
GCA_000887455.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Turncurtovirus|s__Turnip_curly_top_virus
GCA_002825605.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Turncurtovirus|s__Turnip_curly_top_virus
GCA_000887535.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Oscivirus|s__Oscivirus_A
GCA_000889195.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Oscivirus|s__Oscivirus_A
GCA_000887795.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_chlorosis_virus
GCA_002824965.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Chickpea_chlorosis_virus
GCA_000887995.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Chicken_associated_cyclovirus_1
GCA_002819905.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Chicken_associated_cyclovirus_1
GCA_000888015.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_12
GCA_000890115.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_12
GCA_000888095.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Porcine_circovirus_type_1_2a
GCA_004086635.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Porcine_circovirus_type_1_2a
GCA_000888735.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|g__Mimivirus|s__Acanthamoeba_polyphaga_mimivirus
GCA_002966375.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|g__Mimivirus|s__Acanthamoeba_polyphaga_mimivirus
GCA_000888855.1	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Patatavirales|f__Potyviridae|g__Ipomovirus|s__Ugandan_cassava_brown_streak_virus
GCA_002827965.1	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Patatavirales|f__Potyviridae|g__Ipomovirus|s__Ugandan_cassava_brown_streak_virus
GCA_000889075.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_10
GCA_003178815.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_10
GCA_000889675.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_13
GCA_003179215.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_13
GCA_000890535.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_14
GCA_004288535.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_14
GCA_000890555.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Aviadenovirus|s__Fowl_aviadenovirus_E
GCA_006425595.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Aviadenovirus|s__Fowl_aviadenovirus_E
GCA_000890775.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Deltapapillomavirus|s__Deltapapillomavirus_6
GCA_000892415.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Deltapapillomavirus|s__Deltapapillomavirus_6
GCA_006426475.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Aviadenovirus|s__Fowl_aviadenovirus_C
GCA_006435655.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Aviadenovirus|s__Fowl_aviadenovirus_C
GCA_000891195.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Alphamesonivirus_1
GCA_000893795.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Mesoniviridae|g__Alphamesonivirus|s__Alphamesonivirus_1
GCA_000891375.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Bocaparvovirus|s__Ungulate_bocaparvovirus_5
GCA_000893895.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Bocaparvovirus|s__Ungulate_bocaparvovirus_5
GCA_000891555.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pepper_vein_yellows_virus
GCA_004787375.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pepper_vein_yellows_virus
GCA_000891895.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyonupapillomavirus|s__Dyonupapillomavirus_1
GCA_002219945.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyonupapillomavirus|s__Dyonupapillomavirus_1
GCA_000892615.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Barbel_circovirus
GCA_004085055.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Barbel_circovirus
GCA_000892875.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Endornaviridae|g__Alphaendornavirus|s__Bell_pepper_alphaendornavirus
GCA_002820425.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Endornaviridae|g__Alphaendornavirus|s__Bell_pepper_alphaendornavirus
GCA_000893195.1	k__Viruses|p__Hofneiviricota|c__Faserviricetes|o__Tubulavirales|f__Inoviridae|g__Affertcholeramvirus|s__Affertcholeramvirus_CTXphi
GCA_003931515.1	k__Viruses|p__Hofneiviricota|c__Faserviricetes|o__Tubulavirales|f__Inoviridae|g__Affertcholeramvirus|s__Affertcholeramvirus_CTXphi
GCA_000893915.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|g__Mimivirus|s__Megavirus_chiliensis
GCA_000906615.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|g__Mimivirus|s__Megavirus_chiliensis
GCA_000894055.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Closteroviridae|g__Ampelovirus|s__Grapevine_leafroll_associated_virus_4
GCA_000894915.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Martellivirales|f__Closteroviridae|g__Ampelovirus|s__Grapevine_leafroll_associated_virus_4
GCA_000894575.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Equid_alphaherpesvirus_8
GCA_008766995.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Equid_alphaherpesvirus_8
GCA_000894855.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Chipapillomavirus|s__Chipapillomavirus_3
GCA_000896375.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Chipapillomavirus|s__Chipapillomavirus_3
GCA_000895375.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Mischivirus|s__Mischivirus_D
GCA_004788075.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Mischivirus|s__Mischivirus_D
GCA_000895395.2	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Deltacoronavirus|s__Coronavirus_HKU15
GCA_002816235.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Deltacoronavirus|s__Coronavirus_HKU15
GCA_000895475.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Flavivirus|s__Chaoyang_virus
GCA_027256915.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Flavivirus|s__Chaoyang_virus
GCA_000895555.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphanucleorhabdovirus|s__Alphanucleorhabdovirus_tuberosum
GCA_018580845.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Alphanucleorhabdovirus|s__Alphanucleorhabdovirus_tuberosum
GCA_000895735.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Blubervirales|f__Hepadnaviridae|g__Avihepadnavirus|s__Parrot_hepatitis_B_virus
GCA_002826145.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Blubervirales|f__Hepadnaviridae|g__Avihepadnavirus|s__Parrot_hepatitis_B_virus
GCA_000896435.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_11
GCA_000898855.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_11
GCA_000897115.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Ranavirus|s__Epizootic_haematopoietic_necrosis_virus
GCA_001448375.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Ranavirus|s__Epizootic_haematopoietic_necrosis_virus
GCA_000897255.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_16
GCA_004288435.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_16
GCA_000897475.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Gallivirus|s__Gallivirus_A
GCA_000924095.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Gallivirus|s__Gallivirus_A
GCA_000897695.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Hunnivirus|s__Hunnivirus_A
GCA_000927675.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Hunnivirus|s__Hunnivirus_A
GCA_000897915.1	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Patatavirales|f__Potyviridae|g__Potyvirus|s__Pokeweed_mosaic_virus
GCA_002828845.1	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Patatavirales|f__Potyviridae|g__Potyvirus|s__Pokeweed_mosaic_virus
GCA_000898075.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Grablovirus|s__Grapevine_red_blotch_virus
GCA_000909815.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Grablovirus|s__Grapevine_red_blotch_virus
GCA_000898235.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_15
GCA_000912535.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_15
GCA_000898475.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Hepelivirales|f__Hepeviridae|g__Chirohepevirus|s__Chirohepevirus_eptesici
GCA_002116135.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Hepelivirales|f__Hepeviridae|g__Chirohepevirus|s__Chirohepevirus_eptesici
GCA_000898975.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Pasivirus|s__Pasivirus_A
GCA_008776375.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Pasivirus|s__Pasivirus_A
GCA_000899195.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Paspalum_striate_mosaic_virus
GCA_002825405.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Paspalum_striate_mosaic_virus
GCA_000899515.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_19
GCA_002826985.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_19
GCA_000900075.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Digitaria_ciliaris_striate_mosaic_virus
GCA_002825045.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Digitaria_ciliaris_striate_mosaic_virus
GCA_000900375.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Malacoherpesviridae|g__Aurivirus|s__Haliotid_herpesvirus_1
GCA_023898185.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Malacoherpesviridae|g__Aurivirus|s__Haliotid_herpesvirus_1
GCA_000901155.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Middle_East_respiratory_syndrome_related_coronavirus
GCA_002816195.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Betacoronavirus|s__Middle_East_respiratory_syndrome_related_coronavirus
GCA_000901955.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Paraavulavirus|s__Avian_paraavulavirus_4
GCA_002815175.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Paraavulavirus|s__Avian_paraavulavirus_4
GCA_000902655.2	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Muromegalovirus|s__Murid_betaherpesvirus_8
GCA_027930495.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Muromegalovirus|s__Murid_betaherpesvirus_8
GCA_000903435.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Dragonfly_associated_mastrevirus
GCA_003028965.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Dragonfly_associated_mastrevirus
GCA_000903935.1	k__Viruses|p__Kitrinoviricota|c__Tolucaviricetes|o__Tolivirales|f__Tombusviridae|g__Tombusvirus|s__Moroccan_pepper_virus
GCA_002830605.1	k__Viruses|p__Kitrinoviricota|c__Tolucaviricetes|o__Tolivirales|f__Tombusviridae|g__Tombusvirus|s__Moroccan_pepper_virus
GCA_000904015.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyoiotapapillomavirus|s__Dyoiotapapillomavirus_2
GCA_000906495.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyoiotapapillomavirus|s__Dyoiotapapillomavirus_2
GCA_000904315.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyorhopapillomavirus|s__Dyorhopapillomavirus_1
GCA_000906795.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyorhopapillomavirus|s__Dyorhopapillomavirus_1
GCA_000904335.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Perhabdovirus|s__Perhabdovirus_perca
GCA_023147645.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Perhabdovirus|s__Perhabdovirus_perca
GCA_000904355.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_tibrogargan
GCA_002815895.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Tibrovirus|s__Tibrovirus_tibrogargan
GCA_027930715.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephantid_betaherpesvirus_1
GCA_027931015.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Proboscivirus|s__Elephantid_betaherpesvirus_1
